Commune;Codepos;Departement;INSEE
ANCHENONCOURT ET CHAZEL;70210;HAUTE SAONE;70017
ANCIENVILLE;2600;AISNE;2015
ANCIER;70100;HAUTE SAONE;70018
ANCINNES;72610;SARTHE;72005
ANCIZAN;65440;HAUTES PYRENEES;65006
ANCONE;26200;DROME;26008
ANCOURT;76370;SEINE MARITIME;76008
ANCOURTEVILLE SUR HERICOU;76560;SEINE MARITIME;76009
ANCRETIEVILLE VICTOR;76760;SEINE MARITIME;76010
ANCRETTEVILLE SUR MER;76540;SEINE MARITIME;76011
ANCTEVILLE;50200;MANCHE;50007
ANCTOVILLE;14240;CALVADOS;14011
ANCTOVILLE SUR BOSCQ;50400;MANCHE;50008
ANCY;69490;RHONE;69008
ANCY LE FRANC;89160;YONNE;89005
ANCY LE LIBRE;89160;YONNE;89006
ANCY SUR MOSELLE;57130;MOSELLE;57021
ANDAINVILLE;80140;SOMME;80022
ANDANCE;7340;ARDECHE;7009
ANDANCETTE;26140;DROME;26009
ANDARD;49800;MAINE ET LOIRE;49004
ANDE;27430;EURE;27015
ANDECHY;80700;SOMME;80023
ANDEL;22400;COTES D'ARMOR;22002
ANDELAIN;2800;AISNE;2016
ANDELAROCHE;3120;ALLIER;3004
ANDELARRE;70000;HAUTE SAONE;70019
ANDELARROT;70000;HAUTE SAONE;70020
ANDELAT;15100;CANTAL;15004
ANDELNANS;90400;TERRITOIRE DE BELFORT;90001
ANDELOT BLANCHEVILLE;52700;HAUTE MARNE;52008
ANDELOT EN MONTAGNE;39110;JURA;39009
ANDELOT MORVAL;39320;JURA;39010
ANDELU;78770;YVELINES;78013
ANDERNAY;55800;MEUSE;55011
ANDERNOS LES BAINS;33510;GIRONDE;33005
ANDERNY;54560;MEURTHE ET MOSELLE;54015
ANDERT ET CONDON;1300;AIN;1009
ANDEVANNE;8240;ARDENNES;8012
ANDEVILLE;60570;OISE;60012
ANDIGNE;49220;MAINE ET LOIRE;49005
ANDILLAC;81140;TARN;81012
ANDILLY;17230;CHARENTE MARITIME;17008
ANDILLY;54200;MEURTHE ET MOSELLE;54016
ANDILLY;74350;HAUTE SAVOIE;74009
ANDILLY;95580;VAL D'OISE;95014
ANDILLY EN BASSIGNY;52360;HAUTE MARNE;52009
ANDIRAN;47170;LOT ET GARONNE;47009
ANDLAU;67140;BAS RHIN;67010
ANDOINS;64420;PYRENEES ATLANTIQUES;64021
ANDOLSHEIM;68280;HAUT RHIN;68007
ANDON;6750;ALPES MARITIMES;6003
ANDONVILLE;45480;LOIRET;45005
ANDORNAY;70200;HAUTE SAONE;70021
ANDOUILLE;53240;MAYENNE;53005
ANDOUILLE NEUVILLE;35250;ILLE ET VILAINE;35003
ANDOUQUE;81350;TARN;81013
ANDREIN;64390;PYRENEES ATLANTIQUES;64022
ANDRES;62340;PAS DE CALAIS;62031
ANDREST;65390;HAUTES PYRENEES;65007
ANDRESY;78570;YVELINES;78015
ANDREZE;49600;MAINE ET LOIRE;49006
ANDREZEL;77390;SEINE ET MARNE;77004
ANDREZIEUX BOUTHEON;42160;LOIRE;42005
ANDRYES;89480;YONNE;89007
ANDUZE;30140;GARD;30010
ANERAN CAMORS;65510;HAUTES PYRENEES;65008
ANERES;65150;HAUTES PYRENEES;65009
ANET;28260;EURE ET LOIR;28007
ANETZ;44150;LOIRE ATLANTIQUE;44004
ANGAIS;64510;PYRENEES ATLANTIQUES;64023
ANGE;41400;LOIR ET CHER;41002
ANGEAC CHAMPAGNE;16130;CHARENTE;16012
ANGEAC CHARENTE;16120;CHARENTE;16013
ANGECOURT;8450;ARDENNES;8013
ANGEDUC;16300;CHARENTE;16014
ANGELY;89440;YONNE;89008
ANGEOT;90150;TERRITOIRE DE BELFORT;90002
ANGERS;49000;MAINE ET LOIRE;49007
ANGERVILLE;14430;CALVADOS;14012
ANGERVILLE;91670;ESSONNE;91016
ANGERVILLE BAILLEUL;76110;SEINE MARITIME;76012
ANGERVILLE L ORCHER;76280;SEINE MARITIME;76014
ANGERVILLE LA CAMPAGNE;27930;EURE;27017
ANGERVILLE LA MARTEL;76540;SEINE MARITIME;76013
ANGERVILLIERS;91470;ESSONNE;91017
ANGEVILLE;82210;TARN ET GARONNE;82003
ANGEVILLERS;57440;MOSELLE;57022
ANGEY;50530;MANCHE;50009
ANGICOURT;60940;OISE;60013
ANGIENS;76740;SEINE MARITIME;76015
ANGIREY;70700;HAUTE SAONE;70022
ANGIVILLERS;60130;OISE;60014
ANGLADE;33390;GIRONDE;33006
ANGLARDS DE SALERS;15380;CANTAL;15006
ANGLARDS DE ST FLOUR;15100;CANTAL;15005
ANGLARS;46120;LOT;46004
ANGLARS JUILLAC;46140;LOT;46005
ANGLARS NOZAC;46300;LOT;46006
ANGLARS ST FELIX;12390;AVEYRON;12008
ANGLEFORT;1350;AIN;1010
ANGLEMONT;88700;VOSGES;88008
ANGLES;4170;ALPES DE HAUTE PROVENCE;4007
ANGLES;81260;TARN;81014
ANGLES;85750;VENDEE;85004
ANGLES SUR L ANGLIN;86260;VIENNE;86004
ANGLESQUEVILLE L ESNEVAL;76280;SEINE MARITIME;76017
ANGLESQUEVILLE LA BRAS LO;76740;SEINE MARITIME;76016
ANGLET;64600;PYRENEES ATLANTIQUES;64024
ANGLIERS;17540;CHARENTE MARITIME;17009
ANGLIERS;86330;VIENNE;86005
ANGLURE;51260;MARNE;51009
ANGLURE SOUS DUN;71170;SAONE ET LOIRE;71008
ANGLUS;52220;HAUTE MARNE;52010
ANGLUZELLES ET COURCELLES;51230;MARNE;51010
ANGOISSE;24270;DORDOGNE;24008
ANGOMONT;54540;MEURTHE ET MOSELLE;54017
ANGOS;65690;HAUTES PYRENEES;65010
ANGOULEME;16000;CHARENTE;16015
ANGOULINS;17690;CHARENTE MARITIME;17010
ANGOUME;40990;LANDES;40003
ANGOUS;64190;PYRENEES ATLANTIQUES;64025
ANGOUSTRINE VILLENEUVE DE;66760;PYRENEES ORIENTALES;66005
ANGOVILLE;14220;CALVADOS;14013
ANGOVILLE AU PLAIN;50480;MANCHE;50010
ANGOVILLE EN SAIRE;50330;MANCHE;50011
ANGOVILLE SUR AY;50430;MANCHE;50012
ANGRES;62143;PAS DE CALAIS;62032
ANGRESSE;40150;LANDES;40004
ANGRIE;49440;MAINE ET LOIRE;49008
ANGUERNY;14610;CALVADOS;14014
ANGUILCOURT LE SART;2800;AISNE;2017
ANGVILLER LES BISPING;57930;MOSELLE;57023
ANGY;60250;OISE;60015
ANHAUX;64220;PYRENEES ATLANTIQUES;64026
ANHIERS;59194;NORD;59007
ANIANE;34150;HERAULT;34010
ANICHE;59580;NORD;59008
ANISY;14610;CALVADOS;14015
ANIZY LE CHATEAU;2320;AISNE;2018
ANJEUX;70800;HAUTE SAONE;70023
ANJOU;38150;ISERE;38009
ANJOUIN;36210;INDRE;36004
ANJOUTEY;90170;TERRITOIRE DE BELFORT;90003
ANLA;65370;HAUTES PYRENEES;65012
ANLEZY;58270;NIEVRE;58006
ANLHIAC;24160;DORDOGNE;24009
ANNAY;58450;NIEVRE;58007
ANNAY;62880;PAS DE CALAIS;62033
ANNAY LA COTE;89200;YONNE;89009
ANNAY SUR SEREIN;89310;YONNE;89010
ANNEBAULT;14430;CALVADOS;14016
ANNEBECQ;14380;CALVADOS;14017
ANNECY;74000;HAUTE SAVOIE;74010
ANNECY LE VIEUX;74940;HAUTE SAVOIE;74011
ANNELLES;8310;ARDENNES;8014
ANNEMASSE;74100;HAUTE SAVOIE;74012
ANNEOT;89200;YONNE;89011
ANNEPONT;17350;CHARENTE MARITIME;17011
ANNEQUIN;62149;PAS DE CALAIS;62034
ANNESSE ET BEAULIEU;24430;DORDOGNE;24010
ANNET SUR MARNE;77410;SEINE ET MARNE;77005
ANNEUX;59400;NORD;59010
ANNEVILLE AMBOURVILLE;76480;SEINE MARITIME;76020
ANNEVILLE EN SAIRE;50760;MANCHE;50013
ANNEVILLE LA PRAIRIE;52310;HAUTE MARNE;52011
ANNEVILLE SUR MER;50560;MANCHE;50014
ANNEVILLE SUR SCIE;76590;SEINE MARITIME;76019
ANNEYRON;26140;DROME;26010
ANNEZAY;17380;CHARENTE MARITIME;17012
ANNEZIN;62232;PAS DE CALAIS;62035
ANNOEULLIN;59112;NORD;59011
ANNOIRE;39120;JURA;39011
ANNOIS;2480;AISNE;2019
ANNOISIN CHATELANS;38460;ISERE;38010
ANNOIX;18340;CHER;18006
ANNONAY;7100;ARDECHE;7010
ANNONVILLE;52230;HAUTE MARNE;52012
ANNOT;4240;ALPES DE HAUTE PROVENCE;4008
ANNOUVILLE VILMESNIL;76110;SEINE MARITIME;76021
ANNOUX;89440;YONNE;89012
ANNOVILLE;50660;MANCHE;50015
ANOR;59186;NORD;59012
ANOS;64160;PYRENEES ATLANTIQUES;64027
ANOST;71550;SAONE ET LOIRE;71009
ANOULD;88650;VOSGES;88009
ANOUX;54150;MEURTHE ET MOSELLE;54018
ANOYE;64350;PYRENEES ATLANTIQUES;64028
ANQUETIERVILLE;76490;SEINE MARITIME;76022
ANROSEY;52500;HAUTE MARNE;52013
ANSAC SUR VIENNE;16500;CHARENTE;16016
ANSACQ;60250;OISE;60016
ANSAN;32270;GERS;32002
ANSAUVILLE;54470;MEURTHE ET MOSELLE;54019
ANSAUVILLERS;60120;OISE;60017
ANSE;69480;RHONE;69009
ANSE BERTRAND;97121;GUADELOUPE;97102
ANSERVILLE;60540;OISE;60018
ANSIGNAN;66220;PYRENEES ORIENTALES;66006
ANSIGNY;73410;SAVOIE;73016
ANSOST;65140;HAUTES PYRENEES;65013
ANSOUIS;84240;VAUCLUSE;84002
ANSTAING;59152;NORD;59013
ANTAGNAC;47700;LOT ET GARONNE;47010
ANTERRIEUX;15110;CANTAL;15007
ANTEUIL;25340;DOUBS;25018
ANTEZANT LA CHAPELLE;17400;CHARENTE MARITIME;17013
ANTHE;47370;LOT ET GARONNE;47011
ANTHELUPT;54110;MEURTHE ET MOSELLE;54020
ANTHENAY;51700;MARNE;51012
ANTHENY;8260;ARDENNES;8015
ANTHEOR;83530;VAR;83904
ANTHEUIL;21360;COTE D'OR;21014
ANTHEUIL PORTES;60162;OISE;60019
ANTHIEN;58800;NIEVRE;58008
ANTHON;38280;ISERE;38011
ANTHY SUR LEMAN;74200;HAUTE SAVOIE;74013
ANTIBES;6600;ALPES MARITIMES;6004
ANTICHAN;65370;HAUTES PYRENEES;65014
ANTICHAN DE FRONTIGNES;31510;HAUTE GARONNE;31009
ANTIGNAC;15240;CANTAL;15008
ANTIGNAC;17240;CHARENTE MARITIME;17014
ANTIGNAC;31110;HAUTE GARONNE;31010
ANTIGNY;85120;VENDEE;85005
ANTIGNY;86310;VIENNE;86006
ANTIGNY LA VILLE;21230;COTE D'OR;21015
ANTILLY;57640;MOSELLE;57024
ANTILLY;60620;OISE;60020
ANTIN;65220;HAUTES PYRENEES;65015
ANTISANTI;20270;CORSE;20016
ANTIST;65200;HAUTES PYRENEES;65016
ANTOGNY LE TILLAC;37800;INDRE ET LOIRE;37005
ANTOIGNE;49260;MAINE ET LOIRE;49009
ANTOIGNE;72380;SARTHE;72900
ANTOIGNY;61410;ORNE;61004
ANTOINGT;63340;PUY DE DOME;63005
ANTONAVES;5300;HAUTES ALPES;5005
ANTONNE ET TRIGONANT;24420;DORDOGNE;24011
ANTONY;92160;HAUTS DE SEINE;92002
ANTORPE;25410;DOUBS;39012
ANTRAIGUES SUR VOLANE;7530;ARDECHE;7011
ANTRAIN;35560;ILLE ET VILAINE;35004
ANTRAN;86100;VIENNE;86007
ANTRAS;9800;ARIEGE;9011
ANTRAS;32360;GERS;32003
ANTRENAS;48100;LOZERE;48005
ANTUGNAC;11190;AUDE;11010
ANTULLY;71400;SAONE ET LOIRE;71010
ANVEVILLE;76560;SEINE MARITIME;76023
ANVILLE;16170;CHARENTE;16017
ANVIN;62134;PAS DE CALAIS;62036
ANY MARTIN RIEUX;2500;AISNE;2020
ANZAT LE LUGUET;63420;PUY DE DOME;63006
ANZELING;57320;MOSELLE;57025
ANZEME;23000;CREUSE;23004
ANZEX;47700;LOT ET GARONNE;47012
ANZIN;59410;NORD;59014
ANZIN ST AUBIN;62223;PAS DE CALAIS;62037
ANZY LE DUC;71110;SAONE ET LOIRE;71011
AOSTE;38490;ISERE;38012
AOUGNY;51170;MARNE;51013
AOUSTE;8290;ARDENNES;8016
AOUSTE SUR SYE;26400;DROME;26011
AOUZE;88170;VOSGES;88010
APACH;57480;MOSELLE;57026
APATOU;97317;GUYANE;97360
APCHAT;63420;PUY DE DOME;63007
APCHON;15400;CANTAL;15009
APINAC;42550;LOIRE;42006
APPELLE;81700;TARN;81015
APPENAI SOUS BELLEME;61130;ORNE;61005
APPENANS;25250;DOUBS;25019
APPENWIHR;68280;HAUT RHIN;68008
APPEVILLE;50500;MANCHE;50016
APPEVILLE ANNEBAULT;27290;EURE;27018
APPIETTO;20167;CORSE;20017
APPILLY;60400;OISE;60021
APPOIGNY;89380;YONNE;89013
APPRIEU;38140;ISERE;38013
APPY;9250;ARIEGE;9012
APREMONT;1100;AIN;1011
APREMONT;8250;ARDENNES;8017
APREMONT;60300;OISE;60022
APREMONT;70100;HAUTE SAONE;70024
APREMONT;73190;SAVOIE;73017
APREMONT;85220;VENDEE;85006
APREMONT LA FORET;55300;MEUSE;55012
APREMONT SUR ALLIER;18150;CHER;18007
APREY;52250;HAUTE MARNE;52014
APT;84400;VAUCLUSE;84003
ARABAUX;9000;ARIEGE;9013
ARACHES;74300;HAUTE SAVOIE;74014
ARAGNOUET;65170;HAUTES PYRENEES;65017
ARAGON;11600;AUDE;11011
ARAMITS;64570;PYRENEES ATLANTIQUES;64029
ARAMON;30390;GARD;30012
ARANC;1110;AIN;1012
ARANCE;64300;PYRENEES ATLANTIQUES;64030
ARANCOU;64270;PYRENEES ATLANTIQUES;64031
ARANDAS;1230;AIN;1013
ARANDON;38510;ISERE;38014
ARATIKA;98764;POLYNESIE FRANCAISE;98785
ARAUJUZON;64190;PYRENEES ATLANTIQUES;64032
ARAULES;43200;HAUTE LOIRE;43007
ARAUX;64190;PYRENEES ATLANTIQUES;64033
ARBANATS;33640;GIRONDE;33007
ARBAS;31160;HAUTE GARONNE;31011
ARBECEY;70160;HAUTE SAONE;70025
ARBELLARA;20110;CORSE;20018
ARBENT;1100;AIN;1014
ARBEOST;65560;HAUTES PYRENEES;65018
ARBERATS SILLEGUE;64120;PYRENEES ATLANTIQUES;64034
ARBIGNIEU;1300;AIN;1015
ARBIGNY;1190;AIN;1016
ARBIGNY SOUS VARENNES;52500;HAUTE MARNE;52015
ARBIN;73800;SAVOIE;73018
ARBIS;33760;GIRONDE;33008
ARBLADE LE BAS;32720;GERS;32004
ARBLADE LE HAUT;32110;GERS;32005
ARBOIS;39600;JURA;39013
ARBON;31160;HAUTE GARONNE;31012
ARBONNE;64210;PYRENEES ATLANTIQUES;64035
ARBONNE LA FORET;77630;SEINE ET MARNE;77006
ARBORAS;34150;HERAULT;34011
ARBORI;20160;CORSE;20019
ARBOT;52160;HAUTE MARNE;52016
ARBOUANS;25400;DOUBS;25020
ARBOUCAVE;40320;LANDES;40005
ARBOUET SUSSAUTE;64120;PYRENEES ATLANTIQUES;64036
ARBOURSE;58350;NIEVRE;58009
ARBOUSSOLS;66320;PYRENEES ORIENTALES;66007
ARBRISSEL;35130;ILLE ET VILAINE;35005
ARBUISSONNAS;69460;RHONE;69011
ARBUS;64230;PYRENEES ATLANTIQUES;64037
ARBUSIGNY;74930;HAUTE SAVOIE;74015
ARC EN BARROIS;52210;HAUTE MARNE;52017
ARC ET SENANS;25610;DOUBS;25021
ARC LES GRAY;70100;HAUTE SAONE;70026
ARC SOUS CICON;25520;DOUBS;25025
ARC SOUS MONTENOT;25270;DOUBS;25026
ARC SUR TILLE;21560;COTE D'OR;21021
ARCACHON;33120;GIRONDE;33009
ARCAIS;79210;DEUX SEVRES;79010
ARCAMBAL;46090;LOT;46007
ARCANGUES;64200;PYRENEES ATLANTIQUES;64038
ARCAY;18340;CHER;18008
ARCAY;86200;VIENNE;86008
ARCEAU;21310;COTE D'OR;21016
ARCENANT;21700;COTE D'OR;21017
ARCENS;7310;ARDECHE;7012
ARCES;17120;CHARENTE MARITIME;17015
ARCES DILO;89320;YONNE;89014
ARCEY;21410;COTE D'OR;21018
ARCEY;25750;DOUBS;25022
ARCHAIL;4420;ALPES DE HAUTE PROVENCE;4009
ARCHAMPS;74160;HAUTE SAVOIE;74016
ARCHELANGE;39290;JURA;39014
ARCHES;15200;CANTAL;15010
ARCHES;88380;VOSGES;88011
ARCHETTES;88380;VOSGES;88012
ARCHIAC;17520;CHARENTE MARITIME;17016
ARCHIGNAC;24590;DORDOGNE;24012
ARCHIGNAT;3380;ALLIER;3005
ARCHIGNY;86210;VIENNE;86009
ARCHINGEAY;17380;CHARENTE MARITIME;17017
ARCHON;2360;AISNE;2021
ARCIER;25220;DOUBS;25023
ARCINE;74270;HAUTE SAVOIE;74017
ARCINGES;42460;LOIRE;42007
ARCINS;33460;GIRONDE;33010
ARCIS LE PONSART;51170;MARNE;51014
ARCIS SUR AUBE;10700;AUBE;10006
ARCIZAC ADOUR;65360;HAUTES PYRENEES;65019
ARCIZAC EZ ANGLES;65100;HAUTES PYRENEES;65020
ARCIZANS AVANT;65400;HAUTES PYRENEES;65021
ARCIZANS DESSUS;65400;HAUTES PYRENEES;65022
ARCOMIE;48200;LOZERE;48006
ARCOMPS;18200;CHER;18009
ARCON;25300;DOUBS;25024
ARCON;42370;LOIRE;42008
ARCONCEY;21320;COTE D'OR;21020
ARCONNAY;72610;SARTHE;72006
ARCONSAT;63250;PUY DE DOME;63008
ARCONVILLE;10200;AUBE;10007
ARCUEIL;94110;VAL DE MARNE;94003
ARCY STE RESTITUE;2130;AISNE;2022
ARCY SUR CURE;89270;YONNE;89015
ARDELLES;28170;EURE ET LOIR;28008
ARDELU;28700;EURE ET LOIR;28009
ARDENAIS;18170;CHER;18010
ARDENAY SUR MERIZE;72370;SARTHE;72007
ARDENGOST;65240;HAUTES PYRENEES;65023
ARDENTES;36120;INDRE;36005
ARDES;63420;PUY DE DOME;63009
ARDEUIL ET MONTFAUXELLES;8400;ARDENNES;8018
ARDEVON;50170;MANCHE;50017
ARDIEGE;31210;HAUTE GARONNE;31013
ARDILLEUX;79110;DEUX SEVRES;79011
ARDILLIERES;17290;CHARENTE MARITIME;17018
ARDIN;79160;DEUX SEVRES;79012
ARDIZAS;32430;GERS;32007
ARDOIX;7290;ARDECHE;7013
ARDON;39300;JURA;39015
ARDON;45160;LOIRET;45006
ARDOUVAL;76680;SEINE MARITIME;76024
ARDRES;62610;PAS DE CALAIS;62038
ARECHES;73270;SAVOIE;73922
AREGNO;20220;CORSE;20020
AREINES;41100;LOIR ET CHER;41003
AREMBERG;59135;NORD;59900
AREN;64400;PYRENEES ATLANTIQUES;64039
ARENGOSSE;40110;LANDES;40006
ARENTHON;74800;HAUTE SAVOIE;74018
ARES;33740;GIRONDE;33011
ARESCHES;39110;JURA;39586
ARESSY;64320;PYRENEES ATLANTIQUES;64041
ARETTE;64570;PYRENEES ATLANTIQUES;64040
ARFEUILLE CHATAIN;23700;CREUSE;23005
ARFEUILLES;3640;ALLIER;3006
ARFONS;81110;TARN;81016
ARGAGNON;64300;PYRENEES ATLANTIQUES;64042
ARGANCHY;14400;CALVADOS;14019
ARGANCON;10140;AUBE;10008
ARGANCY;57640;MOSELLE;57028
ARGEIN;9800;ARIEGE;9014
ARGELES;65200;HAUTES PYRENEES;65024
ARGELES GAZOST;65400;HAUTES PYRENEES;65025
ARGELES PLAGE;66700;PYRENEES ORIENTALES;66910
ARGELES SUR MER;66700;PYRENEES ORIENTALES;66008
ARGELIERS;11120;AUDE;11012
ARGELLIERS;34380;HERAULT;34012
ARGELOS;40700;LANDES;40007
ARGELOS;64450;PYRENEES ATLANTIQUES;64043
ARGELOUSE;40430;LANDES;40008
ARGENCES;14370;CALVADOS;14020
ARGENS;4170;ALPES DE HAUTE PROVENCE;4010
ARGENS MINERVOIS;11200;AUDE;11013
ARGENT SUR SAULDRE;18410;CHER;18011
ARGENTAN;61200;ORNE;61006
ARGENTAT;19400;CORREZE;19010
ARGENTELLA;20260;CORSE;20941
ARGENTENAY;89160;YONNE;89016
ARGENTEUIL;95100;VAL D'OISE;95018
ARGENTEUIL SUR ARMANCON;89160;YONNE;89017
ARGENTIERE;74400;HAUTE SAVOIE;74920
ARGENTIERES;77390;SEINE ET MARNE;77007
ARGENTINE;73220;SAVOIE;73019
ARGENTOLLES;10150;AUBE;10902
ARGENTOLLES;52330;HAUTE MARNE;52018
ARGENTON;47250;LOT ET GARONNE;47013
ARGENTON CHATEAU;79150;DEUX SEVRES;79013
ARGENTON L EGLISE;79290;DEUX SEVRES;79014
ARGENTON NOTRE DAME;53290;MAYENNE;53006
ARGENTON SUR CREUSE;36200;INDRE;36006
ARGENTRE;53210;MAYENNE;53007
ARGENTRE DU PLESSIS;35370;ILLE ET VILAINE;35006
ARGENVIERES;18140;CHER;18012
ARGENVILLIERS;28420;EURE ET LOIR;28010
ARGERS;51800;MARNE;51015
ARGET;64410;PYRENEES ATLANTIQUES;64044
ARGIESANS;90800;TERRITOIRE DE BELFORT;90004
ARGILLIERES;70600;HAUTE SAONE;70027
ARGILLIERS;30210;GARD;30013
ARGILLY;21700;COTE D'OR;21022
ARGIS;1230;AIN;1017
ARGIUSTA MORICCIO;20140;CORSE;20021
ARGOEUVES;80730;SOMME;80024
ARGOL;29560;FINISTERE;29001
ARGONAY;74370;HAUTE SAVOIE;74019
ARGOUGES;50240;MANCHE;50018
ARGOULES;80120;SOMME;80025
ARGUEIL;76780;SEINE MARITIME;76025
ARGUEL;25720;DOUBS;25027
ARGUEL;80140;SOMME;80026
ARGUENOS;31160;HAUTE GARONNE;31014
ARGUT DESSOUS;31440;HAUTE GARONNE;31015
ARGUT DESSUS;31440;HAUTE GARONNE;31016
ARGY;36500;INDRE;36007
ARHANSUS;64120;PYRENEES ATLANTIQUES;64045
ARIES ESPENAN;65230;HAUTES PYRENEES;65026
ARIFAT;81360;TARN;81017
ARIGNAC;9400;ARIEGE;9015
ARINTHOD;39240;JURA;39016
ARITH;73340;SAVOIE;73020
ARJUZANX;40110;LANDES;40009
ARLANC;63220;PUY DE DOME;63010
ARLAY;39140;JURA;39017
ARLEBOSC;7410;ARDECHE;7014
ARLEMPDES;43490;HAUTE LOIRE;43008
ARLES;13200;BOUCHES DU RHONE;13004
ARLES SUR TECH;66150;PYRENEES ORIENTALES;66009
ARLET;43380;HAUTE LOIRE;43009
ARLEUF;58430;NIEVRE;58010
ARLEUX;59151;NORD;59015
ARLEUX EN GOHELLE;62580;PAS DE CALAIS;62039
ARLOS;31440;HAUTE GARONNE;31017
ARMAILLE;49420;MAINE ET LOIRE;49010
ARMANCOURT;60880;OISE;60023
ARMANCOURT;80700;SOMME;80027
ARMAUCOURT;54760;MEURTHE ET MOSELLE;54021
ARMBOUTS CAPPEL;59380;NORD;59016
ARMEAU;89500;YONNE;89018
ARMENDARITS;64640;PYRENEES ATLANTIQUES;64046
ARMENONVILLE LES GATINEAU;28320;EURE ET LOIR;28011
ARMENTEULE;65510;HAUTES PYRENEES;65027
ARMENTIERES;59280;NORD;59017
ARMENTIERES EN BRIE;77440;SEINE ET MARNE;77008
ARMENTIERES SUR AVRE;27820;EURE;27019
ARMENTIERES SUR OURCQ;2210;AISNE;2023
ARMENTIEUX;32230;GERS;32008
ARMES;58500;NIEVRE;58011
ARMILLAC;47800;LOT ET GARONNE;47014
ARMISSAN;11110;AUDE;11014
ARMIX;1510;AIN;1019
ARMOUS ET CAU;32230;GERS;32009
ARMOY;74200;HAUTE SAVOIE;74020
ARNAC;15150;CANTAL;15011
ARNAC LA POSTE;87160;HAUTE VIENNE;87003
ARNAC POMPADOUR;19230;CORREZE;19011
ARNAC SUR DOURDOU;12360;AVEYRON;12009
ARNAGE;72230;SARTHE;72008
ARNANCOURT;52110;HAUTE MARNE;52019
ARNAS;69400;RHONE;69013
ARNAUD GUILHEM;31360;HAUTE GARONNE;31018
ARNAVE;9400;ARIEGE;9016
ARNAVILLE;54530;MEURTHE ET MOSELLE;54022
ARNAY LE DUC;21230;COTE D'OR;21023
ARNAY SOUS VITTEAUX;21350;COTE D'OR;21024
ARNAYON;26470;DROME;26012
ARNE;65670;HAUTES PYRENEES;65028
ARNEGUY;64220;PYRENEES ATLANTIQUES;64047
ARNEKE;59285;NORD;59018
ARNICOURT;8300;ARDENNES;8021
ARNIERES SUR ITON;27180;EURE;27020
ARNONCOURT SUR APANCE;52400;HAUTE MARNE;52020
ARNOS;64370;PYRENEES ATLANTIQUES;64048
ARNOUVILLE LES GONESSE;95400;VAL D'OISE;95019
ARNOUVILLE LES MANTES;78790;YVELINES;78020
AROFFE;88170;VOSGES;88013
AROMAS;39240;JURA;39018
ARON;53440;MAYENNE;53008
AROUE ITHORROTS OLHAIBY;64120;PYRENEES ATLANTIQUES;64049
AROZ;70360;HAUTE SAONE;70028
ARPAILLARGUES ET AUREILLA;30700;GARD;30014
ARPAJON;91290;ESSONNE;91021
ARPAJON SUR CERE;15130;CANTAL;15012
ARPAVON;26110;DROME;26013
ARPENANS;70200;HAUTE SAONE;70029
ARPHEUILLES;18200;CHER;18013
ARPHEUILLES;36700;INDRE;36008
ARPHEUILLES ST PRIEST;3420;ALLIER;3007
ARPHY;30120;GARD;30015
ARQUENAY;53170;MAYENNE;53009
ARQUES;11190;AUDE;11015
ARQUES;12290;AVEYRON;12010
ARQUES;62510;PAS DE CALAIS;62040
ARQUES LA BATAILLE;76880;SEINE MARITIME;76026
ARQUETTES EN VAL;11220;AUDE;11016
ARQUEVES;80560;SOMME;80028
ARQUIAN;58310;NIEVRE;58012
ARRABLOY;45500;LOIRET;45007
ARRACOURT;54370;MEURTHE ET MOSELLE;54023
ARRADON;56610;MORBIHAN;56003
ARRAINCOURT;57380;MOSELLE;57027
ARRANCOURT;91690;ESSONNE;91022
ARRANCY;2860;AISNE;2024
ARRANCY SUR CRUSNE;55230;MEUSE;55013
ARRANS;21500;COTE D'OR;21025
ARRAS;62000;PAS DE CALAIS;62041
ARRAS EN LAVEDAN;65400;HAUTES PYRENEES;65029
ARRAS SUR RHONE;7370;ARDECHE;7015
ARRAST LARREBIEU;64130;PYRENEES ATLANTIQUES;64050
ARRAUTE CHARRITTE;64120;PYRENEES ATLANTIQUES;64051
ARRAYE ET HAN;54760;MEURTHE ET MOSELLE;54024
ARRE;30120;GARD;30016
ARREAU;65240;HAUTES PYRENEES;65031
ARRELLES;10340;AUBE;10009
ARREMBECOURT;10330;AUBE;10010
ARRENES;23210;CREUSE;23006
ARRENS MARSOUS;65400;HAUTES PYRENEES;65032
ARRENTES DE CORCIEUX;88430;VOSGES;88014
ARRENTIERES;10200;AUBE;10011
ARREST;80820;SOMME;80029
ARREUX;8090;ARDENNES;8022
ARRIANCE;57580;MOSELLE;57029
ARRICAU BORDES;64350;PYRENEES ATLANTIQUES;64052
ARRIEN;64420;PYRENEES ATLANTIQUES;64053
ARRIEN EN BETHMALE;9800;ARIEGE;9017
ARRIGAS;30770;GARD;30017
ARRIGNY;51290;MARNE;51016
ARRO;20151;CORSE;20022
ARRODETS;65130;HAUTES PYRENEES;65034
ARRODETS EZ ANGLES;65100;HAUTES PYRENEES;65033
ARROMANCHES LES BAINS;14117;CALVADOS;14021
ARRONNES;3250;ALLIER;3008
ARRONVILLE;95810;VAL D'OISE;95023
ARROS;64800;PYRENEES ATLANTIQUES;64054
ARROS D OLORON;64660;PYRENEES ATLANTIQUES;64055
ARROSES;64350;PYRENEES ATLANTIQUES;64056
ARROU;28290;EURE ET LOIR;28012
